"id1","id2","lat","lon","el"
"NCM","SIM",49.375,-116.875,1474.4299621582
"NCM","SIM",49.375,-116.375,1528.06378173828
"NCM","SIM",49.375,-115.875,1358.92156982422
"SRT","SIM",49.375,-115.375,1294.84945678711
"NCD","SIM",49.375,-114.875,1587.46612548828
"OPS","COM",48.875,-125.375,111.70082902908
"WVI","COM",48.875,-124.875,314.676086425781
"EVI","GED",48.875,-124.375,566.40934753418
"EVI","GED",48.875,-123.875,351.004220962524
"GPB","GED",48.875,-123.375,59.8754096031227
"GPB","GED",48.375,-123.875,244.423336029053
"GPB","GED",48.375,-123.375,79.1268124580416
